,Time,GPS_Data,GPS_Time,Sound Pressure,Humidity,PM1.0,PM2.5,PM10,Solar Light,Air Temperature,North_Wind,East_Wind,Gust_Wind,TGlobe,Latitude,Longitude,Wind Speed,MRT,MRT_S,UTCI
0,2023-06-19 15:21:10,60180.0,52912969.0,629.32,50.66128712871287,3.0,4.0,4.0,88.03960396039604,24.399999618530273,-1.3050000667572021,-0.015000000596046448,1.309999942779541,24.399999618530273,51.512187897,-0.068554409,1.3050862708090156,24.399999618530273,26.301317853365504,23.8
1,2023-06-19 15:21:11,60180.0,52913969.0,645.8686868686868,50.64108910891089,3.0,4.0,4.0,0.0,24.399999618530273,-1.559999942779541,0.4300000071525574,1.6200000047683716,24.399999618530273,51.512187294,-0.068554798,1.6181779344754923,24.399999618530273,24.399999618530273,23.4
2,2023-06-19 15:21:12,60180.0,52914969.0,626.9494949494949,50.62111111111111,3.0,4.0,4.0,0.0,24.299999237060547,-1.7350000143051147,0.574999988079071,1.840000033378601,24.299999237060547,51.512186651,-0.068555168,1.8277992329382569,24.299999237060547,24.299999237060547,23.1
3,2023-06-19 15:21:13,60180.0,52915969.0,647.1584158415842,50.59196078431373,3.0,4.0,4.0,0.0,24.200000762939453,-0.9600000381469727,0.2800000011920929,1.2300000190734863,24.200000762939453,51.512186033,-0.06855611,1.0000000369548798,24.200000762939453,24.200000762939453,23.6
4,2023-06-19 15:21:14,60180.0,52916969.0,677.8787878787879,50.5516,3.0,4.0,4.0,0.0,24.200000762939453,-1.7649999856948853,-0.7749999761581421,1.9550000429153442,24.200000762939453,51.512185661,-0.06855735,1.9276539919155786,24.200000762939453,24.200000762939453,22.8
5,2023-06-19 15:21:15,60180.0,52917969.0,688.8585858585859,50.52069306930693,3.0,4.0,4.0,0.0,24.200000762939453,-1.399999976158142,-0.7599999904632568,1.600000023841858,24.200000762939453,51.512185152,-0.068558359,1.592984594635789,24.200000762939453,24.200000762939453,23.2
6,2023-06-19 15:21:16,60180.0,52918969.0,693.7070707070707,50.500600000000006,3.0,4.0,4.0,0.0,24.200000762939453,-1.774999976158142,-0.19999998807907104,1.8949999809265137,24.200000762939453,51.512184678,-0.068558947,1.786232042762931,24.200000762939453,24.200000762939453,22.9
7,2023-06-19 15:21:17,60180.0,52919868.0,761.75,50.47574257425743,3.0,4.0,4.0,0.0,24.200000762939453,-1.3949999809265137,-0.3149999976158142,1.434999942779541,24.200000762939453,51.51218447,-0.068559447,1.4301223532561598,24.200000762939453,24.200000762939453,23.4
8,2023-06-19 15:21:18,60180.0,52920868.0,727.7777777777778,50.4504,3.0,4.0,4.0,0.0,24.200000762939453,-1.3899999856948853,-0.20000000298023224,1.399999976158142,24.200000762939453,51.512183681,-0.068560415,1.4043147657928667,24.200000762939453,24.200000762939453,23.4
9,2023-06-19 15:21:19,60180.0,52921868.0,689.4848484848485,50.4352,3.0,4.0,4.0,0.0,24.200000762939453,-1.2049999237060547,-0.5900000333786011,1.3600000143051147,24.200000762939453,51.512182761,-0.06856075,1.341687316597406,24.200000762939453,24.200000762939453,23.5
10,2023-06-19 15:21:20,60180.0,52922868.0,673.13,50.42029702970297,3.0,4.0,4.0,0.0,24.200000762939453,-1.3199999332427979,-0.9100000262260437,1.6099998950958252,24.200000762939453,51.51218354,-0.068561911,1.6032778522428328,24.200000762939453,24.200000762939453,23.2
11,2023-06-19 15:21:21,60180.0,52923868.0,689.9494949494949,50.40504950495049,3.0,4.0,4.27,0.0,24.149999618530273,-1.2649999856948853,-0.2549999952316284,1.290000081062317,24.149999618530273,51.512183865,-0.068561724,1.2904456444872796,24.149999618530273,24.149999618530273,23.5
12,2023-06-19 15:21:22,60180.0,52924868.0,703.2828282828283,50.4,3.0,4.0,5.0,0.0,24.100000381469727,-1.2799999713897705,-0.45500001311302185,1.3650000095367432,24.100000381469727,51.512183659,-0.068561319,1.3584641838085623,24.100000381469727,24.100000381469727,23.4
13,2023-06-19 15:21:23,60180.0,52925868.0,675.5757575757576,50.4,3.0,4.0,5.0,0.0,24.100000381469727,-1.2999999523162842,-0.20000000298023224,1.309999942779541,24.100000381469727,51.512185238,-0.068560866,1.3152945971205212,24.100000381469727,24.100000381469727,23.4
14,2023-06-19 15:21:24,60180.0,52926868.0,677.79,50.4,3.0,4.0,5.0,0.0,24.100000381469727,-1.9800000190734863,-0.8149999976158142,2.1399998664855957,24.100000381469727,51.512186579,-0.06856044,2.1411737602643983,24.100000381469727,24.100000381469727,22.4
15,2023-06-19 15:21:25,60180.0,52927868.0,702.5858585858585,50.4,3.0,4.0,5.0,0.0,24.100000381469727,-1.2100000381469727,-0.9150000214576721,1.6749999523162842,24.100000381469727,51.51218768,-0.068559809,1.5170119088468672,24.100000381469727,24.100000381469727,23.0
16,2023-06-19 15:21:26,60180.0,52928868.0,732.6868686868687,50.4,3.0,4.0,5.0,0.0,24.100000381469727,-1.4500000476837158,-1.090000033378601,1.809999942779541,24.100000381469727,51.512192495,-0.068558918,1.8140011607074924,24.100000381469727,24.100000381469727,22.9
17,2023-06-19 15:21:27,60180.0,52929868.0,697.9,50.4,3.0,3.00990099009901,4.00990099009901,0.0,24.100000381469727,-1.4549999237060547,-0.3149999976158142,1.4950000047683716,24.100000381469727,51.512194419,-0.068557948,1.488707418024975,24.100000381469727,24.100000381469727,23.2
18,2023-06-19 15:21:28,60180.0,52930868.0,732.989898989899,50.41069306930692,3.0,3.0,4.0,0.0,24.200000762939453,-0.8699999451637268,-0.6699999570846558,1.100000023841858,24.200000762939453,51.512193904,-0.068557386,1.0980891799295394,24.200000762939453,24.200000762939453,23.7
19,2023-06-19 15:21:29,60180.0,52932318.5,718.5454545454545,50.4308,3.0,3.0,4.0,0.0,24.25,-1.340000033378601,-0.49000000953674316,1.4350000619888306,24.25,51.512194371,-0.068557826,1.4267796251701452,24.25,24.25,23.5
20,2023-06-19 15:21:30,60180.0,52933769.0,768.41,50.45089108910891,3.0,3.0,4.0,0.0,24.299999237060547,-0.9800000190734863,-0.8700000047683716,1.2999999523162842,24.299999237060547,51.512194661,-0.068558311,1.3104579526566276,24.299999237060547,24.299999237060547,23.6
21,2023-06-19 15:21:31,60180.0,52934769.0,792.6262626262626,50.482,3.0,3.0,4.0,0.0,24.399999618530273,-1.9750001430511475,-0.8700000047683716,2.174999952316284,24.399999618530273,51.51219372,-0.068560158,2.1581301103846866,24.399999618530273,24.399999618530273,22.7
22,2023-06-19 15:21:32,60180.0,52935769.0,777.989898989899,50.52217821782178,3.0,3.0,4.0,0.0,24.549999237060547,-2.1500000953674316,-1.5850000381469727,2.674999952316284,24.549999237060547,51.512191863,-0.068560557,2.6710907006325844,24.549999237060547,24.549999237060547,22.3
23,2023-06-19 15:21:33,60180.0,52936769.0,784.939393939394,50.55128712871287,3.0,3.0,4.0,0.0,24.5,-1.1100000143051147,-3.0899999141693115,3.2799999713897705,24.5,51.512188055,-0.06855917,3.283321413039501,24.5,24.5,21.4
24,2023-06-19 15:21:34,60180.0,52937769.0,726.63,50.571400000000004,3.0,3.0,4.0,0.0,24.399999618530273,-1.4399999380111694,-2.8550000190734863,3.2149999141693115,24.399999618530273,51.512179418,-0.068550287,3.1975967429276912,24.399999618530273,24.399999618530273,21.3
25,2023-06-19 15:21:35,60180.0,52938769.0,716.2121212121212,50.59148514851485,3.0,3.0,4.0,0.0,24.399999618530273,-0.8799999952316284,-1.9800000190734863,2.2200000286102295,24.399999618530273,51.512174985,-0.068545645,2.166748731888096,24.399999618530273,24.399999618530273,22.7
26,2023-06-19 15:21:36,60180.0,52939769.0,734.2929292929293,50.6,3.0,3.0,4.0,0.0,24.299999237060547,-0.8500000238418579,-2.5949997901916504,2.754999876022339,24.299999237060547,51.512174581,-0.068546568,2.7306636467397203,24.299999237060547,24.299999237060547,21.8
27,2023-06-19 15:21:37,60180.0,52940769.0,694.27,50.6,3.0,3.0,4.0,0.0,24.25,1.9849998950958252,-2.1600000858306885,3.115000009536743,24.25,51.512175009,-0.06854668,2.933568638078717,24.25,24.25,21.3
28,2023-06-19 15:21:38,60180.0,52941769.0,705.5151515151515,50.6,3.0,3.0,4.0,0.0,24.100000381469727,3.369999885559082,-0.7200000286102295,3.450000047683716,24.100000381469727,51.512174855,-0.068547028,3.4460556103851485,24.100000381469727,24.100000381469727,20.6
29,2023-06-19 15:21:39,60180.0,52942769.0,672.8469387755102,50.6,2.31,3.0,3.31,0.0,24.049999237060547,2.9499998092651367,0.6349999904632568,3.0299999713897705,24.049999237060547,51.512174908,-0.068546963,3.017569197641154,24.049999237060547,24.049999237060547,21.2
30,2023-06-19 15:21:40,60180.0,52943769.0,664.11,50.6,2.0,3.0,3.0,0.0,24.0,2.0999999046325684,0.3100000023841858,2.134999990463257,24.0,51.512173311,-0.068546285,2.1227575464322324,24.0,24.0,22.3
31,2023-06-19 15:21:41,60180.0,52944769.0,664.9,50.6,2.0,3.0,3.0,0.0,23.899999618530273,2.1399998664855957,0.4449999928474426,2.179999828338623,23.899999618530273,51.512172726,-0.068545911,2.185777761391261,23.899999618530273,23.899999618530273,22.2
32,2023-06-19 15:21:42,60180.0,52945669.0,727.4646464646464,50.61227722772277,2.0,3.0,3.0,0.0,23.899999618530273,2.450000047683716,-0.04999999701976776,2.450000047683716,23.899999618530273,51.512172428,-0.06854588,2.45051019858155,23.899999618530273,23.899999618530273,21.8
33,2023-06-19 15:21:43,60180.0,52946669.0,768.8282828282828,50.62,2.0,3.0,3.0,0.0,23.899999618530273,1.7699999809265137,0.9100000262260437,1.9900000095367432,23.899999618530273,51.512172639,-0.068545508,1.9902261128352374,23.899999618530273,23.899999618530273,22.4
34,2023-06-19 15:21:44,60180.0,52947669.0,718.05,50.63247524752475,2.0,3.0,3.0,0.0,23.899999618530273,1.8849999904632568,1.2599999904632568,2.3350000381469727,23.899999618530273,51.512172928,-0.068545081,2.267338735172556,23.899999618530273,23.899999618530273,21.9
35,2023-06-19 15:21:45,60180.0,52948669.0,647.2323232323232,50.6526,2.0,3.0,3.0,0.0,23.899999618530273,1.65500009059906,1.1349999904632568,2.3299999237060547,23.899999618530273,51.512172975,-0.068544475,2.006801006137502,23.899999618530273,23.899999618530273,22.0
36,2023-06-19 15:21:46,60180.0,52949669.0,638.3737373737374,50.672673267326736,2.0,3.0,3.0,0.0,23.899999618530273,2.119999885559082,0.0,2.119999885559082,23.899999618530273,51.512173068,-0.068544048,2.119999885559082,23.899999618530273,23.899999618530273,22.2
37,2023-06-19 15:21:47,60180.0,52950669.0,647.91,50.68,2.0,3.0,3.0,0.0,23.899999618530273,0.875,0.1850000023841858,0.8999999761581421,23.899999618530273,51.512173245,-0.068543593,0.8943433350129852,23.899999618530273,23.899999618530273,23.6
38,2023-06-19 15:21:48,60180.0,52951669.0,645.4949494949495,50.69287128712871,2.9,3.0,3.9,0.0,23.899999618530273,1.7100000381469727,0.6299999952316284,1.8450000286102295,23.899999618530273,51.512171903,-0.068543294,1.8223611399649906,23.899999618530273,23.899999618530273,22.6
39,2023-06-19 15:21:49,60180.0,52952669.0,640.76,50.7,3.0,3.13,4.0,0.0,23.899999618530273,1.9350000619888306,0.5350000262260437,2.0149998664855957,23.899999618530273,51.512170252,-0.068539793,2.0075981340792897,23.899999618530273,23.899999618530273,22.4
