Nitrogen Dioxide,Particulate Matter (PM2.5),Particulate Matter (PM10),Noise level
11.822552083333331,10.0140625,15.840017361111112,4.553648068669528
12.11671782762692,10.077260920897285,15.999976387249117,4.382978723404255
12.816042194092828,9.883274261603376,15.478945147679324,4.528772378516624
12.711669266770672,10.038892355694228,15.797566302652106,4.63914373088685
12.73242857142857,9.930571428571428,15.642714285714286,3.613970588235294
13.22377855887522,9.995219683655538,15.70530755711775,4.672113289760349
12.566265560165975,10.030103734439834,15.782946058091287,4.650793650793651
13.63145,9.98345,15.6739,4.242331288343558
14.0386875,10.1514375,16.075875,4.427385892116183
13.77418652849741,10.037450777202071,15.772134715025908,4.7427631578947365
14.903286713286713,10.38981351981352,16.706433566433564,3.6153846153846154
18.22282392026578,10.750830564784051,17.361960132890363,3.043956043956044
13.953944315545243,10.174524361948956,16.040069605568448,3.8646616541353382
14.249359756097562,10.25591463414634,16.163536585365854,3.7235772357723578
12.836812080536912,10.18552013422819,16.00677852348993,3.8017241379310343
13.05839024390244,10.44340487804878,16.55390243902439,4.309523809523809
13.345426900584796,10.612432748538012,16.94909941520468,3.1901840490797544
16.321704347826085,10.7796,17.419391304347826,4.125
15.674835820895522,10.559671641791043,17.05110447761194,3.5609756097560976
13.457623529411766,10.246776470588236,16.384,3.5704225352112675
12.271688311688312,9.970241187384044,15.74617810760668,4.521489971346705
16.4739,10.4328,16.80278,3.089655172413793
14.790082352941177,10.354070588235292,16.528188235294117,3.5357142857142856
14.138083416087388,10.25359483614697,16.26385302879841,3.21978021978022
14.210658174097665,10.34116772823779,16.425244161358812,3.6328125
11.962061122956644,9.838884150675195,15.407462686567165,3.663716814159292
14.343969072164947,10.291907216494844,16.432233676975944,3.303030303030303
13.07895225464191,10.061936339522546,15.879562334217509,3.9473684210526314
12.940346260387813,10.064736842105264,15.823102493074794,3.2857142857142856
13.566826530612245,9.923724489795918,15.528632653061225,3.2580645161290325
12.891840324763193,9.795345060893098,15.261089309878214,3.625
13.855838068181818,9.95919034090909,15.596832386363635,3.5714285714285716
14.296857142857142,10.175714285714289,16.249285714285715,3.339622641509434
13.596030534351144,10.11530534351145,16.161793893129772,3.4285714285714284
12.78521551724138,10.142241379310343,16.235150862068966,3.769230769230769
14.115676274944567,10.4930155210643,16.69079822616408,3.4608695652173913
14.435962145110407,10.456908517350158,16.611451104100947,4.433734939759036
13.480960698689955,10.314497816593889,16.25545851528384,4.092592592592593
15.66547987616099,10.418854489164088,16.645603715170278,3.691176470588235
13.459811320754715,10.052735849056605,15.773490566037736,3.873015873015873
13.26651356993737,10.120887265135702,15.92991649269311,3.6052631578947367
13.828086642599278,10.279296028880868,16.376444043321303,3.804347826086957
13.963064312736442,10.222547288776797,16.163013871374527,3.652542372881356
13.672263157894736,10.520894736842106,16.68238947368421,4.592
16.98357723577236,10.58150406504065,16.99028455284553,3.3076923076923075
14.708009950248757,10.40097014925373,16.509850746268658,3.4705882352941178
14.52127659574468,10.333882978723404,16.35880319148936,4.432558139534883
12.593426294820718,10.019973439575033,15.975989375830013,4.568872987477639
14.276247191011237,10.121640449438203,15.963258426966291,3.9937998228520817
12.773193473193473,10.08988344988345,15.876853146853149,3.6538461538461537
14.223293413173652,10.020703592814373,15.739431137724551,3.548611111111111
12.796450999048526,10.008677450047577,15.797269267364417,3.8607594936708862
12.619771598808342,10.162919563058589,16.081976166832177,4.242214532871972
13.541660156250002,10.20431640625,16.29298828125,3.4157303370786516
13.803714285714284,10.118571428571428,15.92057142857143,3.537313432835821
12.623325,9.849325,15.440258333333334,3.40625
12.178314606741573,9.953483146067416,15.847977528089888,0.0
17.8625641025641,10.33846153846154,16.756307692307693,2.933884297520662
13.139361022364216,10.115463258785942,16.046389776357827,3.3376623376623376
11.298955974842768,10.148993710691824,16.012415094339623,0.0
14.63625,10.24625,16.54525,4.0
13.788330241187383,10.462282003710577,17.012764378478668,3.1818181818181817
11.767847397675594,9.818529560384034,15.623415866599291,3.75
13.65963911525029,10.149837019790452,16.199150174621654,3.5405405405405403
15.42678516228748,10.15692426584235,15.919520865533231,3.8493975903614457
16.45563829787234,10.16558510638298,16.16209219858156,3.944827586206896
15.562783171521035,10.551035598705502,16.792912621359225,3.9519876097057303
14.231,10.227,16.500714285714285,4.428571428571429
13.911875,10.2353125,16.52234375,3.8461538461538463
14.014256756756758,10.070337837837837,15.825135135135136,3.82370820668693
13.882505827505828,10.427121212121213,16.577972027972027,4.651933701657459
14.188369905956112,10.107460815047023,16.17210031347962,3.751824817518248
14.777519607843136,10.223549019607844,16.224686274509803,4.368098159509202
15.407285067873302,10.202036199095025,16.23552036199095,3.6794871794871793
15.142511848341233,10.227725118483413,16.28759478672986,4.11875
14.077861060329068,10.125137111517368,16.134844606946984,3.657142857142857
16.090283446712018,10.402482993197278,16.65765306122449,3.857142857142857
19.226714285714287,10.829761904761904,17.659015873015875,3.620437956204379
16.732872628726287,10.864227642276424,17.60268292682927,4.0344827586206895
13.295578512396697,10.27404958677686,16.183429752066115,4.719298245614035
13.486212765957449,10.059858156028367,15.784340425531916,3.3513513513513513
17.12482142857143,10.625357142857142,17.2025,2.875
19.576967930029152,10.873877551020408,17.737055393586008,2.9029126213592233
15.593301886792451,10.65579245283019,17.102962264150943,3.6323529411764706
15.609256198347108,10.504793388429752,16.89314049586777,3.375
17.35196544276458,10.606047516198704,17.13561555075594,3.4831460674157304
16.11027139874739,10.59223382045929,17.162651356993738,3.767441860465116
18.502572614107883,10.857759336099583,17.756887966804978,2.8378378378378377
21.748264462809917,11.284710743801654,18.67685950413223,2.933333333333333
20.00044776119403,11.155323383084578,18.348333333333333,3.3666666666666667
22.39276752767528,10.493690036900368,16.839667896678968,3.945945945945946
14.043554502369668,10.251208530805688,16.39727488151659,4.2631578947368425
13.858427419354838,10.238467741935484,16.204274193548386,4.112
15.970744680851064,10.386808510638296,16.725106382978723,4.172413793103448
14.640666666666668,10.298111111111112,16.429666666666666,4.714285714285714
14.16101694915254,9.798813559322031,15.152033898305085,2.6739130434782608
16.944285714285716,10.083214285714286,15.918571428571427,3.5942028985507246
15.084659400544956,10.312397820163486,16.562861035422344,3.7247706422018343
17.882569169960476,10.58957839262187,17.22267457180501,3.5254237288135593
18.571285714285715,10.641166666666669,17.34340476190476,3.2857142857142856
15.199161676646709,10.206766467065869,16.20443113772455,4.025
15.559856957087124,10.167997399219766,16.00370611183355,4.222222222222222
13.508343949044589,10.47588110403397,16.692866242038217,3.926829268292683
14.411869918699187,10.414065040650408,16.53219512195122,3.727272727272727
16.31452229299363,10.136019108280257,15.9421974522293,3.9354005167958657
16.622110726643598,10.090865051903116,15.888996539792387,3.9930555555555554
13.373412765957449,9.806936170212763,15.38335319148936,3.2580645161290325
16.809179810725553,10.62397476340694,17.084479495268138,3.3225806451612905
20.113454545454545,10.84018181818182,17.64390909090909,2.8536585365853657
17.7221107266436,10.597716262975778,17.07899653979239,2.8983050847457625
16.47639705882353,10.503823529411768,16.813823529411764,3.1904761904761907
16.377522123893804,10.105575221238938,15.980176991150442,3.2452830188679247
12.901935483870966,9.991612903225809,15.67241935483871,3.782608695652174
13.409626998223802,10.150710479573712,16.036820603907636,3.36
11.687582417582416,9.839065934065934,15.62510989010989,3.6825396825396823
11.91678125,9.83025,15.418656250000002,0.0
12.575007704160248,10.056702619414482,15.834360554699538,4.180451127819549
14.694213197969544,10.31595600676819,16.521962774957696,3.5698924731182795
12.801685393258426,10.053333333333333,15.882983770287142,4.4337078651685395
12.264380165289255,9.982231404958675,15.794462809917356,6.0
11.537641196013288,9.880099667774086,15.472425249169437,5.0
12.36659836065574,9.922356557377048,15.638237704918032,6.0
13.935548961424333,10.126587537091988,16.05124629080119,3.951219512195122
14.511653290529695,10.136035313001605,16.066741573033706,4.383928571428571
12.038688118811882,9.978044554455446,15.923762376237624,4.1525423728813555
14.518962962962965,10.083303703703702,15.915629629629631,3.77027027027027
16.963385826771653,10.371574803149606,16.666535433070866,3.3146067415730336
14.887838827838827,10.304981684981684,16.434249084249085,4.299595141700405
12.77838888888889,9.93988888888889,15.622111111111112,4.0
14.221986531986532,10.413030303030304,16.512087542087542,3.9342105263157894
17.840384615384615,10.936461538461538,17.91853846153846,3.0615384615384613
16.001718309859154,10.33287323943662,16.384422535211268,3.8983050847457625
14.162163120567376,10.47104609929078,16.648794326241134,3.817307692307693
13.593983957219251,10.031185383244209,15.760472370766488,3.456692913385827
18.154699453551913,10.885054644808744,17.768661202185793,3.7941176470588234
16.358758865248227,10.696524822695036,17.385602836879432,4.02970297029703
14.870051813471504,10.696476683937822,17.13219343696028,4.6
16.219872611464968,10.511019108280257,17.057213375796177,3.830508474576271
15.391239669421488,10.431404958677687,16.6298347107438,3.852941176470588
13.062489754098362,10.26845286885246,16.196854508196722,3.6758620689655177
13.783628620102215,10.290971039182285,16.265110732538332,3.216216216216216
13.645437262357415,10.225589353612166,16.12358681875792,3.7573529411764706
13.561795612009238,10.204353348729793,16.038908775981525,3.5454545454545454
14.334405594405595,10.46081585081585,16.48784382284382,3.4035087719298245
13.356345514950169,10.236387043189367,16.111295681063122,3.088235294117647
12.37812030075188,9.980551378446116,15.761340852130324,3.1904761904761907
12.855429234338748,9.99814385150812,15.929443155452436,3.3908045977011496
13.629487554904832,10.45475841874085,16.551244509516838,3.3
12.98131679389313,10.25929389312977,16.174093511450383,3.9473684210526314
11.985974842767297,10.190911949685535,16.05125786163522,3.96
12.208837209302324,10.214617940199336,16.1084219269103,4.2727272727272725
12.91986394557823,10.396643990929704,16.528662131519276,3.9375
12.615541984732824,10.269328244274808,16.254809160305342,3.4942528735632186
13.285995024875623,10.293706467661693,16.257251243781095,3.4133333333333336
14.21998491704374,10.62131221719457,16.860090497737556,4.115384615384615
13.37283697047497,10.416752246469832,16.433684210526316,3.9857142857142858
12.166972602739726,9.876260273972605,15.516808219178085,3.8
11.364266304347826,9.930910326086956,15.582853260869564,0.0
11.723378787878788,10.021621212121213,15.780242424242424,3.5
15.414783950617284,10.351419753086418,16.41466049382716,3.022222222222222
12.88518987341772,9.878101265822783,15.714556962025316,3.1826086956521737
14.947207792207791,10.391331168831169,16.505357142857143,3.832
14.69669387755102,10.388020408163266,16.470163265306123,3.859756097560976
12.46027397260274,10.016301369863012,16.05821917808219,3.6
16.988922018348624,10.615458715596333,17.216559633027522,3.404255319148936
16.56264984227129,10.5597476340694,17.051640378548896,3.757575757575758
13.478597449908923,10.425500910746813,16.530528233151184,0.0
14.23982558139535,10.193968023255811,16.10969476744186,4.0
14.30127760252366,10.187397476340694,15.977634069400631,4.334745762711864
14.167653276955605,10.535940803382664,16.824355179704018,3.6296296296296298
11.41198717948718,10.08681623931624,16.104893162393164,5.0
13.311225868725868,10.057857142857143,16.07562741312741,3.409090909090909
12.851272210376688,10.204804548685146,16.293255152807394,3.8412698412698414
12.283461538461538,9.96683257918552,15.90945701357466,3.789473684210526
13.884754098360656,10.032677595628416,16.02409836065574,3.1724137931034484
14.6379900990099,10.228663366336637,16.560049504950495,3.832116788321168
15.908172413793103,10.42108620689655,16.85148275862069,3.431034482758621
17.65501079913607,10.518488120950323,16.93879049676026,3.725785340314136
14.343435114503816,10.324592875318066,16.417849872773537,4.360788863109049
15.43952808988764,10.320808988764046,16.372426966292135,4.160064239828694
12.74541737649063,9.91449744463373,15.715758091993186,3.796296296296296
16.3798087431694,10.108743169398908,16.10046448087432,3.761363636363636
16.72791848617176,10.505676855895196,16.934992721979622,4.2823529411764705
15.20882142857143,10.05125,15.803803571428574,4.175438596491228
12.021469298245616,10.164144736842104,16.05111842105263,2.0
12.367855775366944,9.916490108487556,15.62989151244416,2.0
12.16144130757801,10.166389301634473,16.094531946508173,0.0
12.377864077669903,9.97116504854369,15.739854368932038,0.0
13.498214876033058,10.14586776859504,16.119818181818182,3.6
12.064471299093656,10.054697885196374,15.923429003021146,4.333333333333333
12.059209225700164,10.029489291598024,15.899093904448105,3.736842105263158
12.054974554707378,10.122748091603054,16.12388040712468,4.3076923076923075
15.588806306306306,10.3140990990991,16.526148648648647,3.8823529411764706
14.243961165048544,10.175339805825242,16.313805825242717,3.593984962406015
13.416119733924612,10.032771618625276,15.929423503325944,4.661290322580645
14.534624781849914,10.2334554973822,16.557940663176268,4.476744186046512
18.22497572815534,10.801601941747574,17.664563106796116,3.766990291262136
17.862551724137933,10.55296551724138,17.07396551724138,3.773809523809524
11.842899931926482,9.808754254594964,15.37651463580667,3.4651162790697674
12.118233514821537,9.963714458560194,15.732032667876588,4.366197183098592
13.229558139534884,10.090732558139536,15.854953488372091,3.1538461538461537
13.956967741935484,10.102193548387095,16.03341935483871,3.725274725274726
14.213240223463687,10.152234636871508,16.050402234636874,4.456
15.66663967611336,10.42259109311741,16.667995951417005,4.006717044500419
16.136176470588236,10.01029411764706,16.035,3.2420382165605095
15.32872665534805,10.411188455008489,16.581409168081493,3.8823529411764706
16.133167701863353,10.263850931677018,16.27285714285714,3.6666666666666665
14.764664750957854,10.19794061302682,16.080459770114942,3.095744680851064
16.76669724770642,10.477431192660552,16.745963302752294,3.396551724137931
15.063862068965518,10.392724137931037,16.503827586206896,3.75
14.01159281437126,10.288119760479042,16.290179640718563,3.743589743589744
11.959331252786448,9.786754346856888,15.30812750780205,3.063725490196078
13.057921810699588,10.135493827160492,15.904691358024692,3.7142857142857144
13.866333333333332,10.218858585858586,16.107454545454544,3.121212121212121
14.02275,10.308142857142858,16.33980357142857,3.260869565217391
14.150015673981192,10.35333855799373,16.418510971786834,3.4634146341463414
13.581457858769932,10.109271070615035,15.904441913439635,3.2222222222222223
13.028665464382328,10.084111812443645,15.84585211902615,4.112359550561798
13.859262759924386,10.298081285444235,16.360604914933838,3.710280373831776
13.153917525773194,10.241984536082471,16.222886597938142,3.8111888111888113
